,Column_1,Column_2,Column_3
3225,NatishNatash,Jereme45,Retweet
3226,Jereme45,Jereme45,Tweet
3227,JR_2020,CTVNews,Reply
3228,KelleyJo722,bennyjohnson,Retweet
3229,bennyjohnson,bennyjohnson,Tweet
3230,jtwardawg,RepFranklin,Retweet
3231,RepFranklin,RepFranklin,Tweet
3232,for_americans,LehiRed,Reply
3233,mashashilo1,OlgaNYC1211,Reply
3234,mashashilo1,markomihkelson,Reply
3235,IntellPills,IntellPills,Tweet
3236,rachelf512,Cernovich,Retweet
3237,Cernovich,Cernovich,Tweet
3238,FF58406291,Cernovich,Retweet
3239,Cernovich,Cernovich,Tweet
3240,socrates1951,socrates1951,Tweet
3241,peachy_politics,LathamSaddler,Retweet
3242,LathamSaddler,LathamSaddler,Tweet
3243,LoriPahls,mikepompeo,Retweet
3244,mikepompeo,mikepompeo,Tweet
3245,Isthetruthtoom1,Cernovich,Retweet
3246,Cernovich,Cernovich,Tweet
3247,GeorgeFetz,GeorgeFetz,Tweet
3248,NickyBanks14,Cernovich,Retweet
3249,Cernovich,Cernovich,Tweet
3250,PorchStereo,Cernovich,Retweet
3251,Cernovich,Cernovich,Tweet
3252,paul_pm13,LaxDad98857839,Reply
3253,paul_pm13,ILPollster,Reply
3254,dabogda,Cernovich,Retweet
3255,Cernovich,Cernovich,Tweet
3256,mmhonolulu,newsmax,Retweet
3257,newsmax,newsmax,Tweet
3258,lulubell2141,Cernovich,Retweet
3259,Cernovich,Cernovich,Tweet
3260,SSgtSheepDog,Jereme45,Retweet
3261,Jereme45,Jereme45,Tweet
3262,freddoso,freddoso,Tweet
3263,MarksmanMilitia,kenkircher1,Reply
3264,MarksmanMilitia,GunOwners,Reply
3265,MarksmanMilitia,RepChipRoy,Reply
3266,Bert7058,Jereme45,Retweet
3267,Jereme45,Jereme45,Tweet
3268,jhamATL,Cernovich,Retweet
3269,Cernovich,Cernovich,Tweet
3270,dcpecc412,dcpecc412,Tweet
3271,DCPrice63,DCPrice63,Tweet
3272,mattutd71,Cernovich,Retweet
3273,Cernovich,Cernovich,Tweet
3274,clog501,glennbeck,Retweet
3275,glennbeck,glennbeck,Tweet
3276,gugge_,Cernovich,Retweet
3277,Cernovich,Cernovich,Tweet
3278,Ancap_Bitcoiner,Cernovich,Retweet
3279,Cernovich,Cernovich,Tweet
3280,HargerLisa,Cernovich,Retweet
3281,Cernovich,Cernovich,Tweet
3282,kat5775kat,votevets,Retweet
3283,votevets,votevets,Tweet
3284,izalright,HawleyMO,Retweet
3285,HawleyMO,HawleyMO,Tweet
3286,H0NK__H0NK,HawleyMO,Retweet
3287,HawleyMO,HawleyMO,Tweet
3288,Cryptoherb2,HawleyMO,Retweet
3289,HawleyMO,HawleyMO,Tweet
3290,madhukheni77,DarshanaJardosh,Retweet
3291,DarshanaJardosh,DarshanaJardosh,Tweet
3292,ThomasN34944504,Cernovich,Retweet
3293,Cernovich,Cernovich,Tweet
3294,JJNatt2,Cernovich,Retweet
3295,Cernovich,Cernovich,Tweet
3296,gustadoloz,Cernovich,Retweet
3297,Cernovich,Cernovich,Tweet
3298,Katiedehart7,RepFranklin,Retweet
3299,RepFranklin,RepFranklin,Tweet
3300,ADungus,ADungus,Tweet
3301,wigbayer,Cernovich,Retweet
3302,Cernovich,Cernovich,Tweet
3303,gustadoloz,Cernovich,Retweet
3304,Cernovich,Cernovich,Tweet
3305,Katiedehart7,RepFranklin,Retweet
3306,RepFranklin,RepFranklin,Tweet
3307,ADungus,ADungus,Tweet
3308,wigbayer,Cernovich,Retweet
3309,Cernovich,Cernovich,Tweet
3310,joe97559604,hk_collins,Reply
3311,joe97559604,disantcing,Reply
3312,joe97559604,lukeLew27924555,Reply
3313,joe97559604,markgromo,Reply
3314,joe97559604,cwt_news,Reply
3315,joe97559604,joerogan,Reply
3316,ShawnyReed,ShawnyReed,Tweet
3317,Unitedshashe,votevets,Retweet
3318,votevets,votevets,Tweet
3319,BaronianConsult,BaronianConsult,Tweet
3320,WarriorLibESQ,votevets,Retweet
3321,votevets,votevets,Tweet
3322,ego_biggest,Cernovich,Retweet
3323,Cernovich,Cernovich,Tweet
3324,maferegas,Cernovich,Retweet
3325,Cernovich,Cernovich,Tweet
3326,McCuckTownMayor,Cernovich,Retweet
3327,Cernovich,Cernovich,Tweet
3328,Noname50803039,Cernovich,Retweet
3329,Cernovich,Cernovich,Tweet
3330,brianlenehan,JackMFoster,Reply
3331,brianlenehan,KristiRaik,Reply
3332,corneliushanung,corneliushanung,Tweet
3333,TravisP69253576,Cernovich,Retweet
3334,Cernovich,Cernovich,Tweet
3335,UrsulaR21751774,Jereme45,Retweet
3336,Jereme45,Jereme45,Tweet
3337,GoldStarMom,votevets,Retweet
3338,votevets,votevets,Tweet
3339,john19187295,HawleyMO,Retweet
3340,HawleyMO,HawleyMO,Tweet
3341,jimmichael720,jimmichael720,Tweet
3342,pittsfansandy1,Cernovich,Retweet
3343,Cernovich,Cernovich,Tweet
3344,WilliestOfDugs,Cernovich,Retweet
3345,Cernovich,Cernovich,Tweet
3346,NathanChvt,Cernovich,Retweet
3347,Cernovich,Cernovich,Tweet
3348,jltwhatever4,benpershing,Retweet
3349,benpershing,benpershing,Tweet
3350,ParsleyJane8,votevets,Retweet
3351,votevets,votevets,Tweet
3352,verdadDice1,Cernovich,Retweet
3353,Cernovich,Cernovich,Tweet
3354,lynnlynnlavel21,Cernovich,Retweet
3355,Cernovich,Cernovich,Tweet
3356,1792Pablo,Cernovich,Retweet
3357,Cernovich,Cernovich,Tweet
3358,HBad2020,Cernovich,Retweet
3359,Cernovich,Cernovich,Tweet
3360,PerhapsnotTruth,PerhapsnotTruth,Tweet
3361,mlw975,fl85,Retweet
3362,fl85,fl85,Tweet
3363,KellyRek,BryanDeanWright,Retweet
3364,BryanDeanWright,BryanDeanWright,Tweet
3365,TheRealChrisCCI,theMRC,Retweet
3366,theMRC,theMRC,Tweet
3367,fl85,fl85,Retweet
3368,fl85,fl85,Tweet
3369,fl85,fl85,Tweet
3370,Patrici84874175,RepFranklin,Retweet
3371,RepFranklin,RepFranklin,Tweet
3372,CooperDoyle1,opinonhaver,Retweet
3373,opinonhaver,opinonhaver,Tweet
3374,Fauxfrenzi,Cernovich,Retweet
3375,Cernovich,Cernovich,Tweet
3376,jason62392938,Cernovich,Retweet
3377,Cernovich,Cernovich,Tweet
3378,AmandaThigpen4,Cernovich,Retweet
3379,Cernovich,Cernovich,Tweet
3380,NwaGodP5,HananyaNaftali,Retweet
3381,HananyaNaftali,HananyaNaftali,Tweet
3382,njblueshirt367,HawleyMO,Retweet
3383,HawleyMO,HawleyMO,Tweet
3384,Draggen75,bennyjohnson,Retweet
3385,bennyjohnson,bennyjohnson,Tweet
3386,love061309,WesleyHuntTX,Retweet
3387,WesleyHuntTX,WesleyHuntTX,Tweet
3388,RetzlaffJulie,bennyjohnson,Retweet
3389,bennyjohnson,bennyjohnson,Tweet
3390,SuperdadGrandad,Cernovich,Retweet
3391,Cernovich,Cernovich,Tweet
3392,mumhoneybadger,SteveHiltonx,Retweet
3393,SteveHiltonx,SteveHiltonx,Tweet
3394,Jeffaopa1,Cernovich,Retweet
3395,Cernovich,Cernovich,Tweet
3396,JanCookin,RepFranklin,Retweet
3397,RepFranklin,RepFranklin,Tweet
3398,notamused123,Cernovich,Retweet
3399,Cernovich,Cernovich,Tweet
3400,mlw975,CatoInstitute,Retweet
3401,CatoInstitute,CatoInstitute,Tweet
3402,TsicsafPelosi,MaendelWealth,Retweet
3403,MaendelWealth,MaendelWealth,Tweet
3404,FarrowPorcher,AJEnglish,Reply
3405,OffSeattle,Cernovich,Retweet
3406,Cernovich,Cernovich,Tweet
3407,DinaPatriot,mikepompeo,Retweet
3408,mikepompeo,mikepompeo,Tweet
3409,CatoInstitute,CatoInstitute,Tweet
3410,CryptoVRock,HawleyMO,Retweet
3411,HawleyMO,HawleyMO,Tweet
3412,ltmvalley,Cernovich,Retweet
3413,Cernovich,Cernovich,Tweet
3414,Polly00843899,Cernovich,Retweet
3415,Cernovich,Cernovich,Tweet
3416,DelueA,Cernovich,Retweet
3417,Cernovich,Cernovich,Tweet
3418,lovehikingUSA,Lovemyproxy,Reply
3419,Bullman2509,Cernovich,Retweet
3420,Cernovich,Cernovich,Tweet
3421,violetssmith,HawleyMO,Retweet
3422,HawleyMO,HawleyMO,Tweet
3423,magameemaw,Cernovich,Retweet
3424,Cernovich,Cernovich,Tweet
3425,Lbow19,Cernovich,Retweet
3426,Cernovich,Cernovich,Tweet
3427,theresalrosa,Cernovich,Retweet
3428,Cernovich,Cernovich,Tweet
3429,dlb1us,RepFranklin,Retweet
3430,RepFranklin,RepFranklin,Tweet
3431,MarkWHuth1,mikepompeo,Retweet
3432,mikepompeo,mikepompeo,Tweet
3433,MaendelWealth,MaendelWealth,Tweet
3434,hecsev,bennyjohnson,Retweet
3435,bennyjohnson,bennyjohnson,Tweet
3436,texan_south,BradyDukeFL,Retweet
3437,BradyDukeFL,BradyDukeFL,Tweet
3438,eclectelectric,BryanDeanWright,Retweet
3439,BryanDeanWright,BryanDeanWright,Tweet
3440,skylardo,Cernovich,Retweet
3441,Cernovich,Cernovich,Tweet
3442,jimmichael720,Cernovich,Retweet
3443,Cernovich,Cernovich,Tweet
3444,LoFreehk,newsmax,Retweet
3445,newsmax,newsmax,Tweet
3446,2oonz,GOPChairwoman,Retweet
3447,GOPChairwoman,GOPChairwoman,Tweet
3448,BamiWai2,Cernovich,Retweet
3449,Cernovich,Cernovich,Tweet
3450,VeganLoveTeach,Cernovich,Retweet
3451,Cernovich,Cernovich,Tweet
3452,PLisaj,Cernovich,Retweet
3453,Cernovich,Cernovich,Tweet
3454,md_someone_,Cernovich,Retweet
3455,Cernovich,Cernovich,Tweet
3456,Draggen75,Cernovich,Retweet
3457,Cernovich,Cernovich,Tweet
3458,Farid39139836,Farid39139836,Tweet
3459,kmfp1983,Cernovich,Retweet
3460,Cernovich,Cernovich,Tweet
3461,KhoshalGaniKhan,calxandr,Retweet
3462,calxandr,calxandr,Tweet
3463,MojaveMamma,Cernovich,Retweet
3464,Cernovich,Cernovich,Tweet
3465,tatevicki65,tatevicki65,Retweet
3466,tatevicki65,tatevicki65,Tweet
3467,dolly77646102,theMRC,Retweet
3468,theMRC,theMRC,Tweet
3469,EmilsonNunesCo2,DineshDSouza,Reply
3470,HallinMia,RepFranklin,Retweet
3471,RepFranklin,RepFranklin,Tweet
3472,Stephaniec7257,teresa59420516,Retweet
3473,teresa59420516,teresa59420516,Tweet
3474,EmilsonNunesCo2,SpeakerPelosi,Reply
3475,CaliforniaRasp1,HawleyMO,Retweet
3476,HawleyMO,HawleyMO,Tweet
3477,mvsparavida,Cernovich,Retweet
3478,Cernovich,Cernovich,Tweet
3479,EmilsonNunesCo2,RFI,Reply
3480,FTimes15,JerryDunleavy,Retweet
3481,JerryDunleavy,JerryDunleavy,Tweet
3482,Vleponas,HawleyMO,Retweet
3483,HawleyMO,HawleyMO,Tweet
3484,JJtooCold,BobRmhenry1,Retweet
3485,BobRmhenry1,BobRmhenry1,Tweet
3486,GaynorBenson,RepFranklin,Retweet
3487,RepFranklin,RepFranklin,Tweet
3488,ImpeachBiden18,Cernovich,Retweet
3489,Cernovich,Cernovich,Tweet
3490,JohnTX89,Cernovich,Retweet
3491,Cernovich,Cernovich,Tweet
3492,ImpeachBiden18,Cernovich,Retweet
3493,Cernovich,Cernovich,Tweet
3494,JohnTX89,Cernovich,Retweet
3495,Cernovich,Cernovich,Tweet
3496,john_bromfield,ghost_wales,Retweet
3497,ghost_wales,ghost_wales,Tweet
3498,MikPodcast,MikPodcast,Tweet
3499,smith77808,Wilamena,Reply
3500,smith77808,Cernovich,Reply
3501,smith77808,Liz_Cheney,Reply
3502,smith77808,FoxNews,Reply
3503,smith77808,TuckerCarlson,Reply
3504,smith77808,rupertmurdoch,Reply
3505,smith77808,jayawallace,Reply
3506,smith77808,Suzannescott,Reply
3507,smith77808,SpeakerRyan,Reply
3508,LisabelleArt,Cernovich,Retweet
3509,Cernovich,Cernovich,Tweet
3510,0xcusesfitness,mikepompeo,Retweet
3511,mikepompeo,mikepompeo,Tweet
3512,djtmaga2017,Cernovich,Retweet
3513,Cernovich,Cernovich,Tweet
3514,EmilsonNunesCo2,MSNBC,Reply
3515,EmilsonNunesCo2,NickAdamsinUSA,Reply
3516,ChazFupa,OBarromon,Reply
3517,ChazFupa,SissorsTwoPoint,Reply
3518,ChazFupa,meowmeowmia,Reply
3519,ChazFupa,emma_gear,Reply
3520,ChazFupa,POTUS,Reply
3521,ChazFupa,JoeBiden,Reply
3522,ChazFupa,TheDemocrats,Reply
3523,christiancnserv,bennyjohnson,Retweet
3524,bennyjohnson,bennyjohnson,Tweet
3525,shhshshrrr,Cernovich,Retweet
3526,Cernovich,Cernovich,Tweet
3527,RisksAssociated,RisksAssociated,Tweet
3528,ryangers97,Cernovich,Retweet
3529,Cernovich,Cernovich,Tweet
3530,mashashilo1,OlgaNYC1211,Reply
3531,mashashilo1,markomihkelson,Reply
3532,SGrulaw,Jereme45,Retweet
3533,Jereme45,Jereme45,Tweet
3534,BNeelin,BNeelin,Tweet
3535,Xili86426200,mikepompeo,Retweet
3536,mikepompeo,mikepompeo,Tweet
3537,EmilsonNunesCo2,ACTBrigitte,Reply
3538,JasonRennard,Cernovich,Retweet
3539,Cernovich,Cernovich,Tweet
3540,JusticePrevai15,RepFranklin,Retweet
3541,RepFranklin,RepFranklin,Tweet
3542,libreof,Cernovich,Retweet
3543,Cernovich,Cernovich,Tweet
3544,GObs2024,RepFranklin,Retweet
3545,RepFranklin,RepFranklin,Tweet
3546,teresa59420516,teresa59420516,Tweet
3547,ihe_onu,HananyaNaftali,Retweet
3548,HananyaNaftali,HananyaNaftali,Tweet
3549,MtRushmore2016,Cernovich,Retweet
3550,Cernovich,Cernovich,Tweet
3551,novemberscomin,Cernovich,Retweet
3552,Cernovich,Cernovich,Tweet
3553,SuperSteamy,Cernovich,Retweet
3554,Cernovich,Cernovich,Tweet
3555,EmilsonNunesCo2,PapiTrumpo,Reply
3556,EmilsonNunesCo2,HTis2020,Reply
3557,JordenCollins,Cernovich,Retweet
3558,Cernovich,Cernovich,Tweet
3559,ceileenbutcher,GOPChairwoman,Retweet
3560,GOPChairwoman,GOPChairwoman,Tweet
3561,AKPartiAkil,euamiri,Retweet
3562,euamiri,euamiri,Tweet
3563,EmilsonNunesCo2,CNN,Reply
3564,Liana_,Cernovich,Retweet
3565,Cernovich,Cernovich,Tweet
3566,EmilsonNunesCo2,washingtonpost,Reply
3567,DorothyStarks19,Cernovich,Retweet
3568,Cernovich,Cernovich,Tweet
3569,SSRB5QJqfwhNLwb,mikepompeo,Retweet
3570,mikepompeo,mikepompeo,Tweet
3571,lol_momof2boys,5kids89,Retweet
3572,5kids89,5kids89,Tweet
3573,EmilsonNunesCo2,HTis2020,Reply
3574,EmilsonNunesCo2,JoeBiden,Reply
3575,wvguitarcom,DineshDSouza,Reply
3576,Megamandad,Cernovich,Retweet
3577,Cernovich,Cernovich,Tweet
3578,whaley_matthew,Cernovich,Retweet
3579,Cernovich,Cernovich,Tweet
3580,EmilsonNunesCo2,stillgray,Reply
3581,EmilsonNunesCo2,KamalaHarris,Reply
3582,RogetRocketman1,jalen_drummond,Retweet
3583,jalen_drummond,jalen_drummond,Tweet
3584,patriot_latina,theMRC,Retweet
3585,theMRC,theMRC,Tweet
3586,sanbernman,RepFranklin,Retweet
3587,RepFranklin,RepFranklin,Tweet
3588,BurauFred,Jereme45,Retweet
3589,Jereme45,Jereme45,Tweet
3590,EmilsonNunesCo2,ACTBrigitte,Reply
3591,Kmurray68895848,Cernovich,Retweet
3592,Cernovich,Cernovich,Tweet
3593,BolanosIglesias,CawthornforNC,Retweet
3594,CawthornforNC,CawthornforNC,Tweet
3595,IReceivetheRain,theMRC,Retweet
3596,theMRC,theMRC,Tweet
3597,JesseCoffey15,JesseCoffey15,Tweet
3598,Hustler81,STEPHMHAMILL,Retweet
3599,STEPHMHAMILL,STEPHMHAMILL,Tweet
3600,marvajudd,Cernovich,Retweet
3601,Cernovich,Cernovich,Tweet
3602,Shirley4America,Cernovich,Retweet
3603,Cernovich,Cernovich,Tweet
3604,dgoldtech,EliLake,Reply
3605,Stephaniec7257,brobert545,Retweet
3606,brobert545,brobert545,Tweet
3607,nosynnet0934,AdamKinzinger,Reply
3608,nosynnet0934,FoxNews,Reply
3609,FMFHopkins,laralogan,Retweet
3610,laralogan,laralogan,Tweet
3611,hectorponce86,Cernovich,Retweet
3612,Cernovich,Cernovich,Tweet
3613,EmilsonNunesCo2,willchamberlain,Reply
3614,EmilsonNunesCo2,MZHemingway,Reply
3615,AjcFisher,CHHR01,Retweet
3616,CHHR01,CHHR01,Tweet
3617,RichOowen2,MeeksAZ,Retweet
3618,MeeksAZ,MeeksAZ,Tweet
3619,EmilsonNunesCo2,EmilsonNunesCo2,Tweet
3620,Awkward_Game74,RepFranklin,Retweet
3621,RepFranklin,RepFranklin,Tweet
3622,dbrin62,adam_antill,Reply
3623,dbrin62,DeezInDetroit,Reply
3624,katrinia_godwin,CawthornforNC,Retweet
3625,CawthornforNC,CawthornforNC,Tweet
3626,MarySchmid2,RepFranklin,Retweet
3627,RepFranklin,RepFranklin,Tweet
3628,Patrick_Huested,Cernovich,Retweet
3629,Cernovich,Cernovich,Tweet
3630,PressD,Cernovich,Retweet
3631,Cernovich,Cernovich,Tweet
3632,Laura_K8T,richsignorelli,Reply
3633,Laura_K8T,CNN,Reply
3634,christinegallag,jalen_drummond,Retweet
3635,jalen_drummond,jalen_drummond,Tweet
3636,Wanderer711,PrincessTerm,Retweet
3637,PrincessTerm,PrincessTerm,Tweet
3638,patriot_val,bennyjohnson,Retweet
3639,bennyjohnson,bennyjohnson,Tweet
3640,jhusband42,jhusband42,Tweet
3641,TroubledDays,Cernovich,Retweet
3642,Cernovich,Cernovich,Tweet
3643,jaldenreiser,STEPHMHAMILL,Retweet
3644,STEPHMHAMILL,STEPHMHAMILL,Tweet
3645,BigPhur,ForeignPolicy,Retweet
3646,ForeignPolicy,ForeignPolicy,Tweet
3647,USA_Is_Freedom,mikepompeo,Retweet
3648,mikepompeo,mikepompeo,Tweet
3649,loveanimals104,Cernovich,Retweet
3650,Cernovich,Cernovich,Tweet
3651,truth_in_wisdom,bennyjohnson,Retweet
3652,bennyjohnson,bennyjohnson,Tweet
3653,JKluegel,RepFranklin,Retweet
3654,RepFranklin,RepFranklin,Tweet
3655,lbastura,Cernovich,Retweet
3656,Cernovich,Cernovich,Tweet
3657,JennySo12756207,Cernovich,Retweet
3658,Cernovich,Cernovich,Tweet
3659,BeLLaTeE501,Cernovich,Retweet
3660,Cernovich,Cernovich,Tweet
3661,kirksports,Cernovich,Retweet
3662,Cernovich,Cernovich,Tweet
3663,French_Chris,RBReich,Reply
3664,drdazzledogz,Cernovich,Retweet
3665,Cernovich,Cernovich,Tweet
3666,MannyOrtiz51,MannyOrtiz51,Tweet
3667,bpbogel,DavidJHarrisJr,Retweet
3668,DavidJHarrisJr,DavidJHarrisJr,Tweet
3669,christiancnserv,Cernovich,Retweet
3670,Cernovich,Cernovich,Tweet
3671,henrywilson879,henrywilson879,Tweet
3672,Keithhinton8,RonnyJacksonTX,Retweet
3673,RonnyJacksonTX,RonnyJacksonTX,Tweet
3674,CMack3030,Cernovich,Retweet
3675,Cernovich,Cernovich,Tweet
3676,JosieMoyer,Cernovich,Retweet
3677,Cernovich,Cernovich,Tweet
3678,LangDixon1991,Cernovich,Retweet
3679,Cernovich,Cernovich,Tweet
3680,Bob58072227,Cernovich,Retweet
3681,Cernovich,Cernovich,Tweet
3682,BNeelin,BNeelin,Tweet
3683,Xili86426200,mikepompeo,Retweet
3684,mikepompeo,mikepompeo,Tweet
3685,EmilsonNunesCo2,ACTBrigitte,Reply
3686,JasonRennard,Cernovich,Retweet
3687,Cernovich,Cernovich,Tweet
3688,JusticePrevai15,RepFranklin,Retweet
3689,RepFranklin,RepFranklin,Tweet
3690,libreof,Cernovich,Retweet
3691,Cernovich,Cernovich,Tweet
3692,GObs2024,RepFranklin,Retweet
3693,RepFranklin,RepFranklin,Tweet
3694,teresa59420516,teresa59420516,Tweet
3695,ihe_onu,HananyaNaftali,Retweet
3696,HananyaNaftali,HananyaNaftali,Tweet
3697,MtRushmore2016,Cernovich,Retweet
3698,Cernovich,Cernovich,Tweet
3699,novemberscomin,Cernovich,Retweet
3700,Cernovich,Cernovich,Tweet
3701,SuperSteamy,Cernovich,Retweet
3702,Cernovich,Cernovich,Tweet
3703,EmilsonNunesCo2,PapiTrumpo,Reply
3704,EmilsonNunesCo2,HTis2020,Reply
3705,JordenCollins,Cernovich,Retweet
3706,Cernovich,Cernovich,Tweet
3707,ceileenbutcher,GOPChairwoman,Retweet
3708,GOPChairwoman,GOPChairwoman,Tweet
3709,AKPartiAkil,euamiri,Retweet
3710,euamiri,euamiri,Tweet
3711,EmilsonNunesCo2,CNN,Reply
3712,Liana_,Cernovich,Retweet
3713,Cernovich,Cernovich,Tweet
3714,EmilsonNunesCo2,washingtonpost,Reply
3715,DorothyStarks19,Cernovich,Retweet
3716,Cernovich,Cernovich,Tweet
3717,SSRB5QJqfwhNLwb,mikepompeo,Retweet
3718,mikepompeo,mikepompeo,Tweet
3719,lol_momof2boys,5kids89,Retweet
3720,5kids89,5kids89,Tweet
3721,EmilsonNunesCo2,HTis2020,Reply
3722,EmilsonNunesCo2,JoeBiden,Reply
3723,wvguitarcom,DineshDSouza,Reply
3724,Megamandad,Cernovich,Retweet
3725,Cernovich,Cernovich,Tweet
3726,whaley_matthew,Cernovich,Retweet
3727,Cernovich,Cernovich,Tweet
3728,EmilsonNunesCo2,stillgray,Reply
3729,EmilsonNunesCo2,KamalaHarris,Reply
3730,RogetRocketman1,jalen_drummond,Retweet
3731,jalen_drummond,jalen_drummond,Tweet
3732,patriot_latina,theMRC,Retweet
3733,theMRC,theMRC,Tweet
3734,sanbernman,RepFranklin,Retweet
3735,RepFranklin,RepFranklin,Tweet
3736,BurauFred,Jereme45,Retweet
3737,Jereme45,Jereme45,Tweet
3738,EmilsonNunesCo2,ACTBrigitte,Reply
3739,Kmurray68895848,Cernovich,Retweet
3740,Cernovich,Cernovich,Tweet
3741,BolanosIglesias,CawthornforNC,Retweet
3742,CawthornforNC,CawthornforNC,Tweet
3743,IReceivetheRain,theMRC,Retweet
3744,theMRC,theMRC,Tweet
3745,JesseCoffey15,JesseCoffey15,Tweet
3746,Hustler81,STEPHMHAMILL,Retweet
3747,STEPHMHAMILL,STEPHMHAMILL,Tweet
3748,marvajudd,Cernovich,Retweet
3749,Cernovich,Cernovich,Tweet
3750,Shirley4America,Cernovich,Retweet
3751,Cernovich,Cernovich,Tweet
3752,dgoldtech,EliLake,Reply
3753,Stephaniec7257,brobert545,Retweet
3754,brobert545,brobert545,Tweet
3755,nosynnet0934,AdamKinzinger,Reply
3756,nosynnet0934,FoxNews,Reply
3757,FMFHopkins,laralogan,Retweet
3758,laralogan,laralogan,Tweet
3759,hectorponce86,Cernovich,Retweet
3760,Cernovich,Cernovich,Tweet
3761,EmilsonNunesCo2,willchamberlain,Reply
3762,EmilsonNunesCo2,MZHemingway,Reply
3763,AjcFisher,CHHR01,Retweet
3764,CHHR01,CHHR01,Tweet
3765,RichOowen2,MeeksAZ,Retweet
3766,MeeksAZ,MeeksAZ,Tweet
3767,EmilsonNunesCo2,EmilsonNunesCo2,Tweet
3768,Awkward_Game74,RepFranklin,Retweet
3769,RepFranklin,RepFranklin,Tweet
3770,dbrin62,adam_antill,Reply
3771,dbrin62,DeezInDetroit,Reply
3772,katrinia_godwin,CawthornforNC,Retweet
3773,CawthornforNC,CawthornforNC,Tweet
3774,MarySchmid2,RepFranklin,Retweet
3775,RepFranklin,RepFranklin,Tweet
3776,Patrick_Huested,Cernovich,Retweet
3777,Cernovich,Cernovich,Tweet
3778,PressD,Cernovich,Retweet
3779,Cernovich,Cernovich,Tweet
3780,Laura_K8T,richsignorelli,Reply
3781,Laura_K8T,CNN,Reply
3782,christinegallag,jalen_drummond,Retweet
3783,jalen_drummond,jalen_drummond,Tweet
3784,Wanderer711,PrincessTerm,Retweet
3785,PrincessTerm,PrincessTerm,Tweet
3786,patriot_val,bennyjohnson,Retweet
3787,bennyjohnson,bennyjohnson,Tweet
3788,jhusband42,jhusband42,Tweet
3789,TroubledDays,Cernovich,Retweet
3790,Cernovich,Cernovich,Tweet
3791,jaldenreiser,STEPHMHAMILL,Retweet
3792,STEPHMHAMILL,STEPHMHAMILL,Tweet
3793,BigPhur,ForeignPolicy,Retweet
3794,ForeignPolicy,ForeignPolicy,Tweet
3795,USA_Is_Freedom,mikepompeo,Retweet
3796,mikepompeo,mikepompeo,Tweet
3797,loveanimals104,Cernovich,Retweet
3798,Cernovich,Cernovich,Tweet
3799,truth_in_wisdom,bennyjohnson,Retweet
3800,bennyjohnson,bennyjohnson,Tweet
3801,JKluegel,RepFranklin,Retweet
3802,RepFranklin,RepFranklin,Tweet
3803,lbastura,Cernovich,Retweet
3804,Cernovich,Cernovich,Tweet
3805,JennySo12756207,Cernovich,Retweet
3806,Cernovich,Cernovich,Tweet
3807,BeLLaTeE501,Cernovich,Retweet
3808,Cernovich,Cernovich,Tweet
3809,kirksports,Cernovich,Retweet
3810,Cernovich,Cernovich,Tweet
3811,French_Chris,RBReich,Reply
3812,drdazzledogz,Cernovich,Retweet
3813,Cernovich,Cernovich,Tweet
3814,MannyOrtiz51,MannyOrtiz51,Tweet
3815,bpbogel,DavidJHarrisJr,Retweet
3816,DavidJHarrisJr,DavidJHarrisJr,Tweet
3817,christiancnserv,Cernovich,Retweet
3818,Cernovich,Cernovich,Tweet
3819,henrywilson879,henrywilson879,Tweet
3820,Keithhinton8,RonnyJacksonTX,Retweet
3821,RonnyJacksonTX,RonnyJacksonTX,Tweet
3822,CMack3030,Cernovich,Retweet
3823,Cernovich,Cernovich,Tweet
3824,JosieMoyer,Cernovich,Retweet
3825,Cernovich,Cernovich,Tweet
3826,LangDixon1991,Cernovich,Retweet
3827,Cernovich,Cernovich,Tweet
3828,Bob58072227,Cernovich,Retweet
3829,Cernovich,Cernovich,Tweet
3830,gustadoloz,Cernovich,Retweet
3831,Cernovich,Cernovich,Tweet
3832,Rose_Ranger45,Jereme45,Retweet
3833,Jereme45,Jereme45,Tweet
3834,H1bH4VisaEnder,Cernovich,Retweet
3835,Cernovich,Cernovich,Tweet
3836,BillieFancis,RepFranklin,Retweet
3837,RepFranklin,RepFranklin,Tweet
3838,Conrad62181449,RepLeeZeldin,Retweet
3839,RepLeeZeldin,RepLeeZeldin,Tweet
3840,Redeemed1952,brobert545,Retweet
3841,brobert545,brobert545,Tweet
3842,top_cat_fitness,RepFranklin,Retweet
3843,RepFranklin,RepFranklin,Tweet
3844,Oarfishjuly,mikepompeo,Retweet
3845,mikepompeo,mikepompeo,Tweet
3846,Randall06571507,CHHR01,Retweet
3847,CHHR01,CHHR01,Tweet
3848,BarrettZlh,RepFranklin,Retweet
3849,RepFranklin,RepFranklin,Tweet
3850,sheilak55,RepFranklin,Retweet
3851,RepFranklin,RepFranklin,Tweet
3852,EMOTIONorREASON,EMOTIONorREASON,Tweet
3853,sallymaetexas,Cernovich,Retweet
3854,Cernovich,Cernovich,Tweet
3855,ka2wye,brobert545,Retweet
3856,brobert545,brobert545,Tweet
3857,PrincessTerm,PrincessTerm,Tweet
3858,vamp1113,MercurySchroepp,Reply
3859,heiressarts,CHHR01,Retweet
3860,CHHR01,CHHR01,Tweet
3861,brobert545,brobert545,Tweet
3862,Conrad62181449,RepLeeZeldin,Retweet
3863,RepLeeZeldin,RepLeeZeldin,Tweet
