,Column_1,Column_2,Column_3
2660,PattiMotley2,mikepompeo,Retweet
2661,mikepompeo,mikepompeo,Tweet
2662,LindaRasell8,Cernovich,Retweet
2663,Cernovich,Cernovich,Tweet
2664,RecallGavs,RepFranklin,Retweet
2665,RepFranklin,RepFranklin,Tweet
2666,timelessmercury,theMRC,Retweet
2667,theMRC,theMRC,Tweet
2668,ConnorBurnsUSA,CoryMillsFL,Retweet
2669,CoryMillsFL,CoryMillsFL,Tweet
2670,ConnorBurnsUSA,MillsForFlorida,Retweet
2671,MillsForFlorida,MillsForFlorida,Tweet
2672,reeeeereeeeee2,Cernovich,Retweet
2673,Cernovich,Cernovich,Tweet
2674,ImHereForTrump,Cernovich,Retweet
2675,Cernovich,Cernovich,Tweet
2676,AmericaRising17,dYu7vug97v2Qcqh,Retweet
2677,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2678,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2679,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2680,dYu7vug97v2Qcqh,DonaldJTrumpJr,Reply
2681,chalko91,Cernovich,Retweet
2682,Cernovich,Cernovich,Tweet
2683,WithXS,Cernovich,Retweet
2684,Cernovich,Cernovich,Tweet
2685,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2686,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2687,exmalecugar,STVNews,Reply
2688,dYu7vug97v2Qcqh,JesseKellyDC,Reply
2689,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2690,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2691,DrWhoIsMyName1,DrWhoIsMyName1,Tweet
2692,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
2693,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2694,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2695,dYu7vug97v2Qcqh,johncardillo,Reply
2696,dYu7vug97v2Qcqh,GOPLeader,Reply
2697,elio_marchesi,bennyjohnson,Retweet
2698,bennyjohnson,bennyjohnson,Tweet
2699,_HamzaN_,_HamzaN_,Tweet
2700,TerribleJesse,Cernovich,Retweet
2701,Cernovich,Cernovich,Tweet
2702,outsidethedcbox,RepLeeZeldin,Retweet
2703,RepLeeZeldin,RepLeeZeldin,Tweet
2704,AnndeRoo,kayleighmcenany,Reply
2705,seancaseyshow,seancaseyshow,Tweet
2706,dreed9665,Cernovich,Retweet
2707,Cernovich,Cernovich,Tweet
2708,Cmdr10HenryRet,Cernovich,Retweet
2709,Cernovich,Cernovich,Tweet
2710,TrustThePeople2,OliverLNorth,Retweet
2711,OliverLNorth,OliverLNorth,Tweet
2712,ArcudijHawrylak,PolitiFact,Retweet
2713,PolitiFact,PolitiFact,Tweet
2714,freedomUSATRUMP,Cernovich,Retweet
2715,Cernovich,Cernovich,Tweet
2716,ve10ve,euamiri,Retweet
2717,euamiri,euamiri,Tweet
2718,Johnnes56122312,Cernovich,Retweet
2719,Cernovich,Cernovich,Tweet
2720,marciatcarter,Jereme45,Retweet
2721,Jereme45,Jereme45,Tweet
2722,OgdenTennis,RepFranklin,Retweet
2723,RepFranklin,RepFranklin,Tweet
2724,SmithTope,bennyjohnson,Retweet
2725,bennyjohnson,bennyjohnson,Tweet
2726,ModratM,RepFranklin,Retweet
2727,RepFranklin,RepFranklin,Tweet
2728,1AlexSutcliffe,o33ultrebel,Retweet
2729,o33ultrebel,o33ultrebel,Tweet
2730,angieLovesUSA,SunMa37072895,Retweet
2731,SunMa37072895,SunMa37072895,Tweet
2732,barrykewg,Cernovich,Retweet
2733,Cernovich,Cernovich,Tweet
2734,Gildarts_is_op,Cernovich,Retweet
2735,Cernovich,Cernovich,Tweet
2736,DanFined,for_americans,Retweet
2737,for_americans,for_americans,Tweet
2738,mikkel_chandler,RepFranklin,Retweet
2739,RepFranklin,RepFranklin,Tweet
2740,IlyaB700,mikepompeo,Retweet
2741,mikepompeo,mikepompeo,Tweet
2742,ClareIN_CALI,dcexaminer,Retweet
2743,dcexaminer,dcexaminer,Tweet
2744,ccayton06,Cernovich,Retweet
2745,Cernovich,Cernovich,Tweet
2746,BeFairToTrump,dcexaminer,Retweet
2747,dcexaminer,dcexaminer,Tweet
2748,dcexaminer,dcexaminer,Tweet
2749,PattiMotley2,mikepompeo,Retweet
2750,mikepompeo,mikepompeo,Tweet
2751,LindaRasell8,Cernovich,Retweet
2752,Cernovich,Cernovich,Tweet
2753,RecallGavs,RepFranklin,Retweet
2754,RepFranklin,RepFranklin,Tweet
2755,timelessmercury,theMRC,Retweet
2756,theMRC,theMRC,Tweet
2757,ConnorBurnsUSA,CoryMillsFL,Retweet
2758,CoryMillsFL,CoryMillsFL,Tweet
2759,ConnorBurnsUSA,MillsForFlorida,Retweet
2760,MillsForFlorida,MillsForFlorida,Tweet
2761,reeeeereeeeee2,Cernovich,Retweet
2762,Cernovich,Cernovich,Tweet
2763,ImHereForTrump,Cernovich,Retweet
2764,Cernovich,Cernovich,Tweet
2765,AmericaRising17,dYu7vug97v2Qcqh,Retweet
2766,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2767,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2768,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2769,dYu7vug97v2Qcqh,DonaldJTrumpJr,Reply
2770,chalko91,Cernovich,Retweet
2771,Cernovich,Cernovich,Tweet
2772,WithXS,Cernovich,Retweet
2773,Cernovich,Cernovich,Tweet
2774,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2775,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2776,exmalecugar,STVNews,Reply
2777,dYu7vug97v2Qcqh,JesseKellyDC,Reply
2778,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2779,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2780,DrWhoIsMyName1,DrWhoIsMyName1,Tweet
2781,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
2782,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2783,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2784,dYu7vug97v2Qcqh,johncardillo,Reply
2785,dYu7vug97v2Qcqh,GOPLeader,Reply
2786,elio_marchesi,bennyjohnson,Retweet
2787,bennyjohnson,bennyjohnson,Tweet
2788,_HamzaN_,_HamzaN_,Tweet
2789,TerribleJesse,Cernovich,Retweet
2790,Cernovich,Cernovich,Tweet
2791,outsidethedcbox,RepLeeZeldin,Retweet
2792,RepLeeZeldin,RepLeeZeldin,Tweet
2793,AnndeRoo,kayleighmcenany,Reply
2794,seancaseyshow,seancaseyshow,Tweet
2795,dreed9665,Cernovich,Retweet
2796,Cernovich,Cernovich,Tweet
2797,Cmdr10HenryRet,Cernovich,Retweet
2798,Cernovich,Cernovich,Tweet
2799,TrustThePeople2,OliverLNorth,Retweet
2800,OliverLNorth,OliverLNorth,Tweet
2801,ArcudijHawrylak,PolitiFact,Retweet
2802,PolitiFact,PolitiFact,Tweet
2803,freedomUSATRUMP,Cernovich,Retweet
2804,Cernovich,Cernovich,Tweet
2805,ve10ve,euamiri,Retweet
2806,euamiri,euamiri,Tweet
2807,Johnnes56122312,Cernovich,Retweet
2808,Cernovich,Cernovich,Tweet
2809,marciatcarter,Jereme45,Retweet
2810,Jereme45,Jereme45,Tweet
2811,OgdenTennis,RepFranklin,Retweet
2812,RepFranklin,RepFranklin,Tweet
2813,SmithTope,bennyjohnson,Retweet
2814,bennyjohnson,bennyjohnson,Tweet
2815,ModratM,RepFranklin,Retweet
2816,RepFranklin,RepFranklin,Tweet
2817,1AlexSutcliffe,o33ultrebel,Retweet
2818,o33ultrebel,o33ultrebel,Tweet
2819,angieLovesUSA,SunMa37072895,Retweet
2820,SunMa37072895,SunMa37072895,Tweet
2821,FinanceConserv1,SunMa37072895,Retweet
2822,SunMa37072895,SunMa37072895,Tweet
2823,bluuk4,Cernovich,Retweet
2824,Cernovich,Cernovich,Tweet
2825,RanyaSalih,dgoldtech,Retweet
2826,dgoldtech,dgoldtech,Tweet
2827,SimpleMacSmith,Cernovich,Retweet
2828,Cernovich,Cernovich,Tweet
2829,funswitch20,Cernovich,Retweet
2830,Cernovich,Cernovich,Tweet
2831,Luckdragon1982,Luckdragon1982,Tweet
2832,Ken22691813,Cernovich,Retweet
2833,Cernovich,Cernovich,Tweet
2834,titfather,LiberationPill,Reply
2835,strumpetcity,Cernovich,Retweet
2836,Cernovich,Cernovich,Tweet
2837,oksaleiz,RepMikeGarcia,Retweet
2838,RepMikeGarcia,RepMikeGarcia,Tweet
2839,ayobamei,Cernovich,Retweet
2840,Cernovich,Cernovich,Tweet
2841,LBisogne,SunMa37072895,Retweet
2842,SunMa37072895,SunMa37072895,Tweet
2843,boyer_elli,NikkiHaley,Retweet
2844,NikkiHaley,NikkiHaley,Tweet
2845,nason_rod,Cernovich,Retweet
2846,Cernovich,Cernovich,Tweet
2847,koeniglachman,Cernovich,Retweet
2848,Cernovich,Cernovich,Tweet
2849,avnblogfeed,avnblogfeed,Tweet
2850,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2851,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2852,FWorldcitizen,VeraVanHorne,Reply
2853,nola1107,SunMa37072895,Retweet
2854,SunMa37072895,SunMa37072895,Tweet
2855,theangryswiftie,NikkiHaley,Retweet
2856,NikkiHaley,NikkiHaley,Tweet
2857,AfghanHerald,AfghanHerald,Tweet
2858,corlien,Jereme45,Retweet
2859,Jereme45,Jereme45,Tweet
2860,Push2C_4Pi,Csdk1111,Reply
2861,Push2C_4Pi,PramilaJayapal,Reply
2862,Push2C_4Pi,RcRegalstarfire,Reply
2863,keeissner,euamiri,Retweet
2864,euamiri,euamiri,Tweet
2865,TammyCC,brianoloughlin9,Retweet
2866,brianoloughlin9,brianoloughlin9,Tweet
2867,TimothyGreenway,Cernovich,Retweet
2868,Cernovich,Cernovich,Tweet
2869,relena_gv,Cernovich,Reply
2870,relena_gv,Liz_Cheney,Reply
2871,relena_gv,FoxNews,Reply
2872,relena_gv,TuckerCarlson,Reply
2873,relena_gv,rupertmurdoch,Reply
2874,relena_gv,jayawallace,Reply
2875,relena_gv,Suzannescott,Reply
2876,relena_gv,SpeakerRyan,Reply
2877,dYu7vug97v2Qcqh,willchamberlain,Reply
2878,dYu7vug97v2Qcqh,JackPosobiec,Reply
2879,Harixph,WIONews,Reply
2880,Harixph,SaroyaHem,Reply
2881,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2882,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2883,novrain78,SenJohnBarrasso,Retweet
2884,SenJohnBarrasso,SenJohnBarrasso,Tweet
2885,dYu7vug97v2Qcqh,AVindman,Reply
2886,RMalone30788473,Cernovich,Retweet
2887,Cernovich,Cernovich,Tweet
2888,WfYDY1D5f2EG3lH,bsarwary,Reply
2889,Somewhe25118085,HawleyMO,Retweet
2890,HawleyMO,HawleyMO,Tweet
2891,BrainDe01203951,ReclaimedWoodW,Retweet
2892,ReclaimedWoodW,ReclaimedWoodW,Tweet
2893,KulifaiMt,Cernovich,Retweet
2894,Cernovich,Cernovich,Tweet
2895,Lpuzzle6,RepFranklin,Retweet
2896,RepFranklin,RepFranklin,Tweet
2897,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2898,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2899,dYu7vug97v2Qcqh,JackPosobiec,Reply
2900,dYu7vug97v2Qcqh,TrueLegendFilms,Reply
2901,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2902,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2903,dYu7vug97v2Qcqh,TrueLegendFilms,Reply
2904,dYu7vug97v2Qcqh,AmandaMilius,Reply
2905,BBeb1997,Cernovich,Retweet
2906,Cernovich,Cernovich,Tweet
2907,thinkingabt,bennyjohnson,Retweet
2908,bennyjohnson,bennyjohnson,Tweet
2909,rrkile,Cernovich,Retweet
2910,Cernovich,Cernovich,Tweet
2911,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2912,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2913,dYu7vug97v2Qcqh,TheAndrewMeyer3,Reply
2914,dYu7vug97v2Qcqh,AntiWhiteMovie,Reply
2915,dYu7vug97v2Qcqh,TrueLegendFilms,Reply
2916,dYu7vug97v2Qcqh,AlexsWarMovie,Reply
2917,dYu7vug97v2Qcqh,jondutoit,Reply
2918,dYu7vug97v2Qcqh,FogCityMidge,Reply
2919,dYu7vug97v2Qcqh,Cernovich,Reply
2920,takiandryu,mikepompeo,Retweet
2921,mikepompeo,mikepompeo,Tweet
2922,Celtic101398147,RepFranklin,Retweet
2923,RepFranklin,RepFranklin,Tweet
2924,AsiaMTI,AsiaMTI,Tweet
2925,ClubLang,Cernovich,Retweet
2926,Cernovich,Cernovich,Tweet
2927,reeeeereeeeee2,Cernovich,Retweet
2928,Cernovich,Cernovich,Tweet
2929,ImHereForTrump,Cernovich,Retweet
2930,Cernovich,Cernovich,Tweet
2931,AmericaRising17,dYu7vug97v2Qcqh,Retweet
2932,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2933,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2934,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2935,dYu7vug97v2Qcqh,DonaldJTrumpJr,Reply
2936,chalko91,Cernovich,Retweet
2937,Cernovich,Cernovich,Tweet
2938,WithXS,Cernovich,Retweet
2939,Cernovich,Cernovich,Tweet
2940,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2941,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2942,exmalecugar,STVNews,Reply
2943,dYu7vug97v2Qcqh,JesseKellyDC,Reply
2944,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2945,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2946,DrWhoIsMyName1,DrWhoIsMyName1,Tweet
2947,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
2948,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2949,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2950,dYu7vug97v2Qcqh,johncardillo,Reply
2951,dYu7vug97v2Qcqh,GOPLeader,Reply
2952,elio_marchesi,bennyjohnson,Retweet
2953,bennyjohnson,bennyjohnson,Tweet
2954,_HamzaN_,_HamzaN_,Tweet
2955,TerribleJesse,Cernovich,Retweet
2956,Cernovich,Cernovich,Tweet
2957,outsidethedcbox,RepLeeZeldin,Retweet
2958,RepLeeZeldin,RepLeeZeldin,Tweet
2959,AnndeRoo,kayleighmcenany,Reply
2960,seancaseyshow,seancaseyshow,Tweet
2961,dreed9665,Cernovich,Retweet
2962,Cernovich,Cernovich,Tweet
2963,Cmdr10HenryRet,Cernovich,Retweet
2964,Cernovich,Cernovich,Tweet
2965,TrustThePeople2,OliverLNorth,Retweet
2966,OliverLNorth,OliverLNorth,Tweet
2967,ArcudijHawrylak,PolitiFact,Retweet
2968,PolitiFact,PolitiFact,Tweet
2969,freedomUSATRUMP,Cernovich,Retweet
2970,Cernovich,Cernovich,Tweet
2971,ve10ve,euamiri,Retweet
2972,euamiri,euamiri,Tweet
2973,Johnnes56122312,Cernovich,Retweet
2974,Cernovich,Cernovich,Tweet
2975,marciatcarter,Jereme45,Retweet
2976,Jereme45,Jereme45,Tweet
2977,OgdenTennis,RepFranklin,Retweet
2978,RepFranklin,RepFranklin,Tweet
2979,SmithTope,bennyjohnson,Retweet
2980,bennyjohnson,bennyjohnson,Tweet
2981,ModratM,RepFranklin,Retweet
2982,RepFranklin,RepFranklin,Tweet
2983,1AlexSutcliffe,o33ultrebel,Retweet
2984,o33ultrebel,o33ultrebel,Tweet
2985,angieLovesUSA,SunMa37072895,Retweet
2986,SunMa37072895,SunMa37072895,Tweet
2987,FinanceConserv1,SunMa37072895,Retweet
2988,SunMa37072895,SunMa37072895,Tweet
2989,bluuk4,Cernovich,Retweet
2990,Cernovich,Cernovich,Tweet
2991,RanyaSalih,dgoldtech,Retweet
2992,dgoldtech,dgoldtech,Tweet
2993,SimpleMacSmith,Cernovich,Retweet
2994,Cernovich,Cernovich,Tweet
2995,funswitch20,Cernovich,Retweet
2996,Cernovich,Cernovich,Tweet
2997,Luckdragon1982,Luckdragon1982,Tweet
2998,Ken22691813,Cernovich,Retweet
2999,Cernovich,Cernovich,Tweet
3000,titfather,LiberationPill,Reply
3001,strumpetcity,Cernovich,Retweet
3002,Cernovich,Cernovich,Tweet
3003,oksaleiz,RepMikeGarcia,Retweet
3004,RepMikeGarcia,RepMikeGarcia,Tweet
3005,ayobamei,Cernovich,Retweet
3006,Cernovich,Cernovich,Tweet
3007,LBisogne,SunMa37072895,Retweet
3008,SunMa37072895,SunMa37072895,Tweet
3009,boyer_elli,NikkiHaley,Retweet
3010,NikkiHaley,NikkiHaley,Tweet
3011,nason_rod,Cernovich,Retweet
3012,Cernovich,Cernovich,Tweet
3013,koeniglachman,Cernovich,Retweet
3014,Cernovich,Cernovich,Tweet
3015,avnblogfeed,avnblogfeed,Tweet
3016,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3017,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3018,FWorldcitizen,VeraVanHorne,Reply
3019,nola1107,SunMa37072895,Retweet
3020,SunMa37072895,SunMa37072895,Tweet
3021,theangryswiftie,NikkiHaley,Retweet
3022,NikkiHaley,NikkiHaley,Tweet
3023,AfghanHerald,AfghanHerald,Tweet
3024,corlien,Jereme45,Retweet
3025,Jereme45,Jereme45,Tweet
3026,Push2C_4Pi,Csdk1111,Reply
3027,Push2C_4Pi,PramilaJayapal,Reply
3028,Push2C_4Pi,RcRegalstarfire,Reply
3029,keeissner,euamiri,Retweet
3030,euamiri,euamiri,Tweet
3031,TammyCC,brianoloughlin9,Retweet
3032,brianoloughlin9,brianoloughlin9,Tweet
3033,TimothyGreenway,Cernovich,Retweet
3034,Cernovich,Cernovich,Tweet
3035,relena_gv,Cernovich,Reply
3036,relena_gv,Liz_Cheney,Reply
3037,relena_gv,FoxNews,Reply
3038,relena_gv,TuckerCarlson,Reply
3039,relena_gv,rupertmurdoch,Reply
3040,relena_gv,jayawallace,Reply
3041,relena_gv,Suzannescott,Reply
3042,relena_gv,SpeakerRyan,Reply
3043,dYu7vug97v2Qcqh,willchamberlain,Reply
3044,dYu7vug97v2Qcqh,JackPosobiec,Reply
3045,Harixph,WIONews,Reply
3046,Harixph,SaroyaHem,Reply
3047,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3048,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3049,novrain78,SenJohnBarrasso,Retweet
3050,SenJohnBarrasso,SenJohnBarrasso,Tweet
3051,dYu7vug97v2Qcqh,AVindman,Reply
3052,RMalone30788473,Cernovich,Retweet
3053,Cernovich,Cernovich,Tweet
3054,WfYDY1D5f2EG3lH,bsarwary,Reply
3055,Somewhe25118085,HawleyMO,Retweet
3056,HawleyMO,HawleyMO,Tweet
3057,BrainDe01203951,ReclaimedWoodW,Retweet
3058,ReclaimedWoodW,ReclaimedWoodW,Tweet
3059,KulifaiMt,Cernovich,Retweet
3060,Cernovich,Cernovich,Tweet
3061,Lpuzzle6,RepFranklin,Retweet
3062,RepFranklin,RepFranklin,Tweet
3063,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3064,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3065,dYu7vug97v2Qcqh,JackPosobiec,Reply
3066,dYu7vug97v2Qcqh,TrueLegendFilms,Reply
3067,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3068,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3069,dYu7vug97v2Qcqh,TrueLegendFilms,Reply
3070,dYu7vug97v2Qcqh,AmandaMilius,Reply
3071,BBeb1997,Cernovich,Retweet
3072,Cernovich,Cernovich,Tweet
3073,thinkingabt,bennyjohnson,Retweet
3074,bennyjohnson,bennyjohnson,Tweet
3075,rrkile,Cernovich,Retweet
3076,Cernovich,Cernovich,Tweet
3077,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3078,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3079,dYu7vug97v2Qcqh,TheAndrewMeyer3,Reply
3080,dYu7vug97v2Qcqh,AntiWhiteMovie,Reply
3081,dYu7vug97v2Qcqh,TrueLegendFilms,Reply
3082,dYu7vug97v2Qcqh,AlexsWarMovie,Reply
3083,dYu7vug97v2Qcqh,jondutoit,Reply
3084,dYu7vug97v2Qcqh,FogCityMidge,Reply
3085,dYu7vug97v2Qcqh,Cernovich,Reply
3086,takiandryu,mikepompeo,Retweet
3087,mikepompeo,mikepompeo,Tweet
3088,Celtic101398147,RepFranklin,Retweet
3089,RepFranklin,RepFranklin,Tweet
3090,AsiaMTI,AsiaMTI,Tweet
3091,ClubLang,Cernovich,Retweet
3092,Cernovich,Cernovich,Tweet
3093,Zsigawhat,jimgeraghty,Retweet
3094,jimgeraghty,jimgeraghty,Tweet
3095,robbyj49,Cernovich,Retweet
3096,Cernovich,Cernovich,Tweet
3097,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3098,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3099,TTGourmet,RepGregSteube,Retweet
3100,RepGregSteube,RepGregSteube,Tweet
3101,dYu7vug97v2Qcqh,TuckerCarlson,Reply
3102,chris_norcal,brobert545,Retweet
3103,brobert545,brobert545,Tweet
3104,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3105,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3106,DarrylPhelps9,DarrylPhelps9,Tweet
3107,dYu7vug97v2Qcqh,joekent16jan19,Reply
3108,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
3109,Slamphear4,Jereme45,Retweet
3110,Jereme45,Jereme45,Tweet
3111,FetteLynda,votevets,Retweet
3112,votevets,votevets,Tweet
3113,jonathonenelson,realdonhammed,Retweet
3114,realdonhammed,realdonhammed,Tweet
3115,weilaibb,mikepompeo,Retweet
3116,mikepompeo,mikepompeo,Tweet
3117,nerdrunner,Cernovich,Retweet
3118,Cernovich,Cernovich,Tweet
3119,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3120,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3121,takiandryu,mikepompeo,Retweet
3122,mikepompeo,mikepompeo,Tweet
3123,Celtic101398147,RepFranklin,Retweet
3124,RepFranklin,RepFranklin,Tweet
3125,AsiaMTI,AsiaMTI,Tweet
3126,ClubLang,Cernovich,Retweet
3127,Cernovich,Cernovich,Tweet
3128,Zsigawhat,jimgeraghty,Retweet
3129,jimgeraghty,jimgeraghty,Tweet
3130,robbyj49,Cernovich,Retweet
3131,Cernovich,Cernovich,Tweet
3132,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3133,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3134,TTGourmet,RepGregSteube,Retweet
3135,RepGregSteube,RepGregSteube,Tweet
3136,dYu7vug97v2Qcqh,TuckerCarlson,Reply
3137,chris_norcal,brobert545,Retweet
3138,brobert545,brobert545,Tweet
3139,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3140,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3141,DarrylPhelps9,DarrylPhelps9,Tweet
3142,dYu7vug97v2Qcqh,joekent16jan19,Reply
3143,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
3144,Slamphear4,Jereme45,Retweet
3145,Jereme45,Jereme45,Tweet
3146,FetteLynda,votevets,Retweet
3147,votevets,votevets,Tweet
3148,jonathonenelson,realdonhammed,Retweet
3149,realdonhammed,realdonhammed,Tweet
3150,weilaibb,mikepompeo,Retweet
3151,mikepompeo,mikepompeo,Tweet
3152,nerdrunner,Cernovich,Retweet
3153,Cernovich,Cernovich,Tweet
3154,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3155,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3156,ani_bencohen,for_americans,Retweet
3157,for_americans,for_americans,Tweet
3158,MlarrySwart,HawleyMO,Retweet
3159,HawleyMO,HawleyMO,Tweet
3160,dYu7vug97v2Qcqh,jeremycarl4,Reply
3161,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
3162,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3163,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3164,jla734,dYu7vug97v2Qcqh,Retweet
3165,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3166,dYu7vug97v2Qcqh,WSJ,Reply
3167,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
3168,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
3169,Paul77407331,SunMa37072895,Retweet
3170,SunMa37072895,SunMa37072895,Tweet
3171,America4Always,HawleyMO,Retweet
3172,HawleyMO,HawleyMO,Tweet
3173,laite_love,Cernovich,Retweet
3174,Cernovich,Cernovich,Tweet
3175,dYu7vug97v2Qcqh,RealAdamK,Reply
3176,arwen34001,for_americans,Retweet
3177,for_americans,for_americans,Tweet
3178,RachelFasolini,Cernovich,Retweet
3179,Cernovich,Cernovich,Tweet
3180,adp10USA,Jereme45,Retweet
3181,Jereme45,Jereme45,Tweet
3182,MonaPerry_,votevets,Retweet
3183,votevets,votevets,Tweet
3184,MillionMomsMeet,votevets,Retweet
3185,votevets,votevets,Tweet
3186,SeanT_42,Cernovich,Retweet
3187,Cernovich,Cernovich,Tweet
3188,JerseyPatriots,Cernovich,Retweet
3189,Cernovich,Cernovich,Tweet
3190,Joshueenmanuel3,HawleyMO,Retweet
3191,HawleyMO,HawleyMO,Tweet
3192,Citizen817,Citizen817,Tweet
3193,TrumanHenry51,Cernovich,Retweet
3194,Cernovich,Cernovich,Tweet
3195,AndyJac43332246,Cernovich,Retweet
3196,Cernovich,Cernovich,Tweet
3197,princesssdawn,EROTHCJ5,Retweet
3198,EROTHCJ5,EROTHCJ5,Tweet
3199,chochmeister09,Cernovich,Retweet
3200,Cernovich,Cernovich,Tweet
3201,ChinaDailyNews1,Cernovich,Retweet
3202,Cernovich,Cernovich,Tweet
3203,fl85,fl85,Retweet
3204,fl85,fl85,Tweet
3205,fl85,fl85,Tweet
3206,yupperon,RepFranklin,Retweet
3207,RepFranklin,RepFranklin,Tweet
3208,CATHERINENEVER2,votevets,Retweet
3209,votevets,votevets,Tweet
3210,PaulAragon,JRubinBlogger,Reply
3211,lphant1114,RepFranklin,Retweet
3212,RepFranklin,RepFranklin,Tweet
3213,ClanPetrie,anneapplebaum,Reply
3214,ReallyAliveNow,votevets,Retweet
3215,votevets,votevets,Tweet
3216,SeatMary,tatevicki65,Retweet
3217,tatevicki65,tatevicki65,Tweet
3218,MRobovsky,for_americans,Retweet
3219,for_americans,for_americans,Tweet
3220,markl5757,bennyjohnson,Retweet
3221,bennyjohnson,bennyjohnson,Tweet
3222,BrownYasmine,Cernovich,Retweet
3223,Cernovich,Cernovich,Tweet
3224,khalidaljufairi,khalidaljufairi,Tweet
